preference_id,tenant_id,preferred_city,preferred_property_type,min_bedrooms,max_budget,preferred_furnishing,parking_required,amenity_preference,max_commute_distance_km
TP03142,T03142,Hyderabad,PG,3,20780,UNFURNISHED,True,SWIMMING_POOL,20.6
TP03143,T03143,Bangalore,VILLA,3,99893,SEMI_FURNISHED,False,CLUBHOUSE,5.7
TP03144,T03144,Chennai,PG,2,47679,SEMI_FURNISHED,False,WIFI,2.4
TP03145,T03145,Chennai,APARTMENT,2,101212,SEMI_FURNISHED,False,GARDEN,16.6
TP03146,T03146,Hyderabad,VILLA,1,111439,FULLY_FURNISHED,False,POWER_BACKUP,15.9
TP03147,T03147,Mumbai,PG,1,86984,UNFURNISHED,False,CLUBHOUSE,24.4
TP03148,T03148,Chennai,VILLA,2,28042,UNFURNISHED,True,AIR_CONDITIONING,13.9
TP03149,T03149,Mumbai,PG,1,43528,FULLY_FURNISHED,False,SWIMMING_POOL,20.5
TP03150,T03150,Chennai,PG,3,103403,SEMI_FURNISHED,False,PARKING,8.6
TP03151,T03151,Kolkata,HOUSE,2,53648,SEMI_FURNISHED,True,POWER_BACKUP,3.5
TP03152,T03152,Mumbai,APARTMENT,1,46488,FULLY_FURNISHED,True,GYM,16.1
TP03153,T03153,Kolkata,PG,1,42991,UNFURNISHED,True,PARKING,26.7
TP03154,T03154,Hyderabad,HOUSE,3,107667,UNFURNISHED,True,GARDEN,15.3
TP03155,T03155,Delhi,PG,3,27341,FULLY_FURNISHED,True,SECURITY,29.6
TP03156,T03156,Bangalore,PG,2,64663,SEMI_FURNISHED,True,LIFT,24.9
TP03157,T03157,Kolkata,APARTMENT,1,32341,UNFURNISHED,True,GYM,12.0
TP03158,T03158,Kolkata,APARTMENT,3,115964,SEMI_FURNISHED,False,LIFT,18.9
TP03159,T03159,Mumbai,APARTMENT,3,54695,UNFURNISHED,False,PARKING,17.5
TP03160,T03160,Bangalore,APARTMENT,3,102455,UNFURNISHED,True,SWIMMING_POOL,8.8
TP03161,T03161,Hyderabad,VILLA,2,18798,FULLY_FURNISHED,False,GARDEN,5.4
TP03162,T03162,Chennai,PG,2,114029,SEMI_FURNISHED,False,SWIMMING_POOL,10.1
TP03163,T03163,Mumbai,HOUSE,2,29258,SEMI_FURNISHED,True,GYM,4.0
TP03164,T03164,Delhi,APARTMENT,2,80609,UNFURNISHED,False,WIFI,14.2
TP03165,T03165,Chennai,APARTMENT,2,70079,FULLY_FURNISHED,True,SECURITY,28.1
TP03166,T03166,Hyderabad,HOUSE,1,87231,SEMI_FURNISHED,True,CLUBHOUSE,28.4
TP03167,T03167,Delhi,PG,3,47151,SEMI_FURNISHED,False,AIR_CONDITIONING,14.2
TP03168,T03168,Kolkata,APARTMENT,1,53725,SEMI_FURNISHED,False,CLUBHOUSE,3.2
TP03169,T03169,Delhi,PG,3,96343,SEMI_FURNISHED,False,PARKING,24.8
TP03170,T03170,Mumbai,PG,2,60690,FULLY_FURNISHED,False,PARKING,17.4
TP03171,T03171,Chennai,APARTMENT,2,86324,SEMI_FURNISHED,False,GARDEN,17.7
TP03172,T03172,Chennai,PG,1,32290,UNFURNISHED,False,WIFI,6.3
TP03173,T03173,Kolkata,PG,1,56071,UNFURNISHED,True,WIFI,5.6
TP03174,T03174,Hyderabad,APARTMENT,2,85969,UNFURNISHED,True,GYM,7.8
TP03175,T03175,Bangalore,PG,2,94815,FULLY_FURNISHED,False,POWER_BACKUP,29.3
TP03176,T03176,Chennai,APARTMENT,2,17619,SEMI_FURNISHED,True,POWER_BACKUP,2.9
TP03177,T03177,Bangalore,VILLA,2,86953,SEMI_FURNISHED,False,GARDEN,26.0
TP03178,T03178,Kolkata,PG,2,54042,FULLY_FURNISHED,True,AIR_CONDITIONING,9.1
TP03179,T03179,Hyderabad,VILLA,2,113803,FULLY_FURNISHED,True,CLUBHOUSE,17.5
TP03180,T03180,Hyderabad,APARTMENT,1,48029,FULLY_FURNISHED,True,SWIMMING_POOL,10.2
TP03181,T03181,Hyderabad,VILLA,1,102240,SEMI_FURNISHED,False,WIFI,7.1
TP03182,T03182,Delhi,VILLA,2,64546,UNFURNISHED,True,POWER_BACKUP,26.0
TP03183,T03183,Chennai,PG,3,97160,SEMI_FURNISHED,False,POWER_BACKUP,4.5
TP03184,T03184,Hyderabad,APARTMENT,2,109945,FULLY_FURNISHED,True,LIFT,12.6
TP03185,T03185,Hyderabad,PG,2,73114,SEMI_FURNISHED,True,SECURITY,13.6
TP03186,T03186,Bangalore,VILLA,3,50315,FULLY_FURNISHED,False,AIR_CONDITIONING,5.5
TP03187,T03187,Chennai,HOUSE,3,109293,SEMI_FURNISHED,True,SWIMMING_POOL,21.8
TP03188,T03188,Hyderabad,PG,1,25359,FULLY_FURNISHED,False,PARKING,28.6
TP03189,T03189,Delhi,APARTMENT,1,108142,SEMI_FURNISHED,False,SWIMMING_POOL,15.1
TP03190,T03190,Kolkata,HOUSE,1,90434,FULLY_FURNISHED,True,CLUBHOUSE,26.0
TP03191,T03191,Delhi,APARTMENT,2,46121,SEMI_FURNISHED,False,CLUBHOUSE,27.4
TP03192,T03192,Bangalore,PG,2,65878,UNFURNISHED,True,CLUBHOUSE,13.5
TP03193,T03193,Kolkata,APARTMENT,2,14186,SEMI_FURNISHED,True,WIFI,13.1
TP03194,T03194,Chennai,VILLA,3,80088,SEMI_FURNISHED,False,SWIMMING_POOL,16.5
TP03195,T03195,Bangalore,APARTMENT,3,95423,SEMI_FURNISHED,False,POWER_BACKUP,10.8
TP03196,T03196,Chennai,PG,1,104285,UNFURNISHED,False,PARKING,3.5
TP03197,T03197,Kolkata,APARTMENT,1,16539,UNFURNISHED,False,GYM,23.6
TP03198,T03198,Kolkata,APARTMENT,1,21563,SEMI_FURNISHED,False,GARDEN,4.1
TP03199,T03199,Bangalore,PG,2,84254,FULLY_FURNISHED,False,WIFI,4.3
TP03200,T03200,Chennai,PG,3,72985,SEMI_FURNISHED,False,WIFI,23.4
TP03201,T03201,Delhi,PG,3,93540,UNFURNISHED,True,SECURITY,18.9
TP03202,T03202,Hyderabad,HOUSE,1,100439,SEMI_FURNISHED,False,SWIMMING_POOL,13.7
TP03203,T03203,Mumbai,PG,2,92744,FULLY_FURNISHED,True,GARDEN,24.3
TP03204,T03204,Mumbai,APARTMENT,1,24250,UNFURNISHED,False,SWIMMING_POOL,12.6
TP03205,T03205,Delhi,VILLA,2,111887,UNFURNISHED,True,POWER_BACKUP,18.3
TP03206,T03206,Chennai,APARTMENT,3,69804,FULLY_FURNISHED,False,CLUBHOUSE,14.5
TP03207,T03207,Mumbai,PG,2,71860,UNFURNISHED,False,GARDEN,12.4
TP03208,T03208,Bangalore,HOUSE,1,96072,UNFURNISHED,False,CLUBHOUSE,19.6
TP03209,T03209,Kolkata,VILLA,1,70762,SEMI_FURNISHED,True,SWIMMING_POOL,23.3
TP03210,T03210,Mumbai,VILLA,1,17302,SEMI_FURNISHED,True,PARKING,10.7
TP03211,T03211,Chennai,APARTMENT,3,106423,SEMI_FURNISHED,False,LIFT,28.1
TP03212,T03212,Kolkata,VILLA,3,54137,SEMI_FURNISHED,False,SECURITY,21.0
TP03213,T03213,Chennai,APARTMENT,2,13667,SEMI_FURNISHED,False,SECURITY,2.1
TP03214,T03214,Delhi,APARTMENT,2,90796,SEMI_FURNISHED,False,POWER_BACKUP,4.2
TP03215,T03215,Mumbai,HOUSE,2,88198,UNFURNISHED,False,WIFI,27.4
TP03216,T03216,Bangalore,VILLA,1,84350,UNFURNISHED,False,WIFI,5.2
TP03217,T03217,Chennai,PG,2,51350,FULLY_FURNISHED,True,GYM,25.2
TP03218,T03218,Delhi,VILLA,1,16141,SEMI_FURNISHED,True,SWIMMING_POOL,28.6
TP03219,T03219,Bangalore,VILLA,2,106456,SEMI_FURNISHED,False,GYM,12.8
TP03220,T03220,Bangalore,PG,2,71100,UNFURNISHED,False,SECURITY,6.7
TP03221,T03221,Delhi,HOUSE,2,88907,FULLY_FURNISHED,False,WIFI,13.8
TP03222,T03222,Chennai,HOUSE,2,82267,UNFURNISHED,True,SECURITY,24.6
TP03223,T03223,Kolkata,VILLA,3,96612,SEMI_FURNISHED,False,AIR_CONDITIONING,25.9
TP03224,T03224,Hyderabad,PG,1,104581,UNFURNISHED,True,GARDEN,15.4
TP03225,T03225,Hyderabad,HOUSE,2,72981,SEMI_FURNISHED,False,GARDEN,24.6
TP03226,T03226,Chennai,HOUSE,2,39083,UNFURNISHED,True,GYM,24.9
TP03227,T03227,Delhi,HOUSE,1,26638,SEMI_FURNISHED,False,POWER_BACKUP,5.2
TP03228,T03228,Bangalore,HOUSE,2,70949,FULLY_FURNISHED,True,LIFT,22.7
TP03229,T03229,Mumbai,APARTMENT,3,41324,SEMI_FURNISHED,False,GYM,23.5
TP03230,T03230,Delhi,VILLA,1,68592,FULLY_FURNISHED,True,PARKING,2.2
TP03231,T03231,Chennai,PG,3,36088,FULLY_FURNISHED,False,SECURITY,4.8
TP03232,T03232,Bangalore,APARTMENT,3,82215,FULLY_FURNISHED,True,CLUBHOUSE,8.6
TP03233,T03233,Mumbai,PG,1,41035,SEMI_FURNISHED,True,SECURITY,10.4
TP03234,T03234,Kolkata,APARTMENT,1,109470,UNFURNISHED,True,GYM,4.0
TP03235,T03235,Chennai,APARTMENT,3,77444,FULLY_FURNISHED,False,PARKING,21.9
TP03236,T03236,Delhi,VILLA,1,84774,UNFURNISHED,False,LIFT,17.5
TP03237,T03237,Chennai,HOUSE,1,115520,UNFURNISHED,False,SECURITY,14.9
TP03238,T03238,Bangalore,PG,1,80025,FULLY_FURNISHED,False,GARDEN,19.0
TP03239,T03239,Hyderabad,APARTMENT,2,109392,SEMI_FURNISHED,True,POWER_BACKUP,9.3
TP03240,T03240,Kolkata,APARTMENT,2,72728,FULLY_FURNISHED,True,SECURITY,26.7
TP03241,T03241,Bangalore,APARTMENT,3,87707,UNFURNISHED,False,PARKING,7.4
TP03242,T03242,Delhi,APARTMENT,3,64411,UNFURNISHED,True,WIFI,29.3
TP03243,T03243,Chennai,VILLA,2,65195,FULLY_FURNISHED,False,LIFT,29.3
TP03244,T03244,Chennai,VILLA,3,14809,FULLY_FURNISHED,True,GYM,6.8
TP03245,T03245,Hyderabad,APARTMENT,3,111207,UNFURNISHED,True,SWIMMING_POOL,13.8
TP03246,T03246,Hyderabad,HOUSE,1,39083,FULLY_FURNISHED,True,LIFT,9.8
TP03247,T03247,Kolkata,VILLA,1,12312,UNFURNISHED,True,GARDEN,18.2
TP03248,T03248,Delhi,HOUSE,1,103195,SEMI_FURNISHED,False,POWER_BACKUP,4.8
TP03249,T03249,Bangalore,PG,3,73528,FULLY_FURNISHED,False,WIFI,4.9
TP03250,T03250,Bangalore,APARTMENT,3,95128,UNFURNISHED,True,SECURITY,25.7
TP03251,T03251,Mumbai,HOUSE,3,25588,UNFURNISHED,True,PARKING,23.8
TP03252,T03252,Chennai,PG,3,114619,SEMI_FURNISHED,False,LIFT,16.3
TP03253,T03253,Chennai,PG,1,67195,FULLY_FURNISHED,False,SWIMMING_POOL,28.5
TP03254,T03254,Kolkata,APARTMENT,1,67443,SEMI_FURNISHED,True,LIFT,16.2
TP03255,T03255,Bangalore,PG,1,118923,SEMI_FURNISHED,False,GYM,16.2
TP03256,T03256,Bangalore,PG,3,27693,UNFURNISHED,False,SWIMMING_POOL,12.3
TP03257,T03257,Kolkata,PG,1,70375,UNFURNISHED,True,SWIMMING_POOL,6.3
TP03258,T03258,Bangalore,APARTMENT,1,56505,FULLY_FURNISHED,True,WIFI,12.7
TP03259,T03259,Kolkata,VILLA,1,89065,FULLY_FURNISHED,True,SECURITY,15.8
TP03260,T03260,Bangalore,APARTMENT,2,82750,UNFURNISHED,True,GARDEN,23.3
TP03261,T03261,Kolkata,HOUSE,3,112920,UNFURNISHED,False,CLUBHOUSE,8.0
TP03262,T03262,Kolkata,APARTMENT,2,71528,SEMI_FURNISHED,True,PARKING,14.0
TP03263,T03263,Chennai,VILLA,1,33061,FULLY_FURNISHED,False,WIFI,17.9
TP03264,T03264,Bangalore,VILLA,3,103655,SEMI_FURNISHED,True,CLUBHOUSE,15.1
TP03265,T03265,Delhi,VILLA,1,93465,FULLY_FURNISHED,False,AIR_CONDITIONING,20.0
TP03266,T03266,Chennai,HOUSE,1,43916,UNFURNISHED,True,SWIMMING_POOL,8.9
TP03267,T03267,Mumbai,APARTMENT,2,91463,SEMI_FURNISHED,True,SECURITY,24.6
TP03268,T03268,Delhi,VILLA,2,84818,FULLY_FURNISHED,True,CLUBHOUSE,9.1
TP03269,T03269,Hyderabad,APARTMENT,3,115137,FULLY_FURNISHED,False,SWIMMING_POOL,22.4
TP03270,T03270,Delhi,PG,2,27110,SEMI_FURNISHED,False,LIFT,6.1
TP03271,T03271,Kolkata,VILLA,2,65777,SEMI_FURNISHED,True,AIR_CONDITIONING,10.0
TP03272,T03272,Chennai,PG,2,78130,SEMI_FURNISHED,True,SECURITY,13.4
TP03273,T03273,Delhi,VILLA,3,116926,UNFURNISHED,False,POWER_BACKUP,13.2
TP03274,T03274,Bangalore,HOUSE,1,93277,UNFURNISHED,True,POWER_BACKUP,18.0
TP03275,T03275,Kolkata,VILLA,3,96495,FULLY_FURNISHED,True,CLUBHOUSE,3.4
TP03276,T03276,Chennai,PG,2,54995,UNFURNISHED,False,POWER_BACKUP,25.0
TP03277,T03277,Chennai,HOUSE,2,54268,SEMI_FURNISHED,True,AIR_CONDITIONING,20.5
TP03278,T03278,Hyderabad,APARTMENT,1,89013,UNFURNISHED,False,POWER_BACKUP,12.5
TP03279,T03279,Mumbai,HOUSE,1,41141,FULLY_FURNISHED,True,CLUBHOUSE,4.7
TP03280,T03280,Bangalore,HOUSE,2,73417,FULLY_FURNISHED,True,LIFT,7.9
TP03281,T03281,Delhi,VILLA,1,98504,FULLY_FURNISHED,False,LIFT,20.1
TP03282,T03282,Chennai,HOUSE,2,95471,UNFURNISHED,True,LIFT,18.3
TP03283,T03283,Hyderabad,APARTMENT,3,29001,FULLY_FURNISHED,True,SECURITY,6.9
TP03284,T03284,Bangalore,HOUSE,1,111787,UNFURNISHED,False,CLUBHOUSE,27.4
TP03285,T03285,Kolkata,APARTMENT,3,29238,FULLY_FURNISHED,False,SWIMMING_POOL,27.0
TP03286,T03286,Hyderabad,VILLA,1,54207,SEMI_FURNISHED,False,PARKING,11.1
TP03287,T03287,Chennai,APARTMENT,1,88104,UNFURNISHED,False,LIFT,27.8
TP03288,T03288,Mumbai,HOUSE,1,84303,FULLY_FURNISHED,True,GYM,5.0
TP03289,T03289,Hyderabad,PG,2,58675,UNFURNISHED,True,LIFT,9.0
TP03290,T03290,Kolkata,HOUSE,2,15794,FULLY_FURNISHED,True,GYM,26.1
TP03291,T03291,Bangalore,HOUSE,1,49171,SEMI_FURNISHED,True,SECURITY,22.7
TP03292,T03292,Kolkata,HOUSE,3,36387,UNFURNISHED,True,PARKING,4.3
TP03293,T03293,Hyderabad,APARTMENT,2,94587,FULLY_FURNISHED,False,GYM,25.0
TP03294,T03294,Bangalore,PG,3,105834,FULLY_FURNISHED,False,SECURITY,29.7
TP03295,T03295,Kolkata,APARTMENT,3,36070,SEMI_FURNISHED,True,POWER_BACKUP,18.2
TP03296,T03296,Delhi,PG,1,91150,SEMI_FURNISHED,True,GARDEN,29.1
TP03297,T03297,Kolkata,VILLA,1,18238,UNFURNISHED,False,GYM,3.8
TP03298,T03298,Hyderabad,APARTMENT,1,13081,FULLY_FURNISHED,False,GYM,11.2
TP03299,T03299,Kolkata,VILLA,3,37235,SEMI_FURNISHED,True,AIR_CONDITIONING,9.6
TP03300,T03300,Kolkata,PG,3,110280,FULLY_FURNISHED,False,LIFT,2.7
TP03301,T03301,Hyderabad,HOUSE,2,33529,FULLY_FURNISHED,False,GYM,11.8
TP03302,T03302,Delhi,PG,1,26345,FULLY_FURNISHED,True,CLUBHOUSE,13.0
TP03303,T03303,Kolkata,HOUSE,1,30000,SEMI_FURNISHED,False,PARKING,5.3
TP03304,T03304,Mumbai,PG,3,32745,SEMI_FURNISHED,False,WIFI,3.1
TP03305,T03305,Delhi,PG,3,14615,UNFURNISHED,False,POWER_BACKUP,24.6
TP03306,T03306,Mumbai,APARTMENT,3,48373,UNFURNISHED,True,GARDEN,8.6
TP03307,T03307,Kolkata,PG,1,72976,UNFURNISHED,False,PARKING,5.9
TP03308,T03308,Mumbai,PG,3,17854,FULLY_FURNISHED,True,AIR_CONDITIONING,3.4
TP03309,T03309,Chennai,HOUSE,3,118961,UNFURNISHED,False,SWIMMING_POOL,14.2
TP03310,T03310,Delhi,APARTMENT,2,21420,FULLY_FURNISHED,True,SWIMMING_POOL,12.2
TP03311,T03311,Chennai,VILLA,1,14060,FULLY_FURNISHED,False,WIFI,2.8
TP03312,T03312,Hyderabad,VILLA,1,40096,UNFURNISHED,False,PARKING,6.2
TP03313,T03313,Chennai,APARTMENT,3,58679,FULLY_FURNISHED,False,CLUBHOUSE,27.0
TP03314,T03314,Delhi,VILLA,1,89129,UNFURNISHED,False,GARDEN,9.5
TP03315,T03315,Bangalore,PG,1,98522,UNFURNISHED,True,POWER_BACKUP,22.7
TP03316,T03316,Chennai,PG,2,15457,FULLY_FURNISHED,False,GARDEN,22.6
TP03317,T03317,Mumbai,PG,1,47263,SEMI_FURNISHED,False,WIFI,11.5
TP03318,T03318,Hyderabad,HOUSE,2,62475,FULLY_FURNISHED,False,AIR_CONDITIONING,22.8
TP03319,T03319,Kolkata,APARTMENT,1,73741,UNFURNISHED,False,POWER_BACKUP,7.1
TP03320,T03320,Delhi,PG,3,24665,SEMI_FURNISHED,False,GARDEN,14.8
TP03321,T03321,Chennai,APARTMENT,3,38113,UNFURNISHED,False,SWIMMING_POOL,5.9
TP03322,T03322,Mumbai,VILLA,2,107151,SEMI_FURNISHED,True,GARDEN,9.2
TP03323,T03323,Chennai,APARTMENT,2,67729,SEMI_FURNISHED,False,GYM,9.0
TP03324,T03324,Delhi,PG,2,57220,SEMI_FURNISHED,True,GYM,9.0
TP03325,T03325,Hyderabad,VILLA,1,108649,UNFURNISHED,True,CLUBHOUSE,11.3
TP03326,T03326,Chennai,APARTMENT,3,67036,UNFURNISHED,False,SECURITY,22.9
TP03327,T03327,Kolkata,APARTMENT,2,21497,FULLY_FURNISHED,False,GYM,22.1
TP03328,T03328,Delhi,PG,2,112601,UNFURNISHED,True,GARDEN,25.2
TP03329,T03329,Kolkata,PG,2,119656,UNFURNISHED,True,LIFT,8.3
TP03330,T03330,Delhi,APARTMENT,2,50755,UNFURNISHED,True,WIFI,12.3
TP03331,T03331,Bangalore,HOUSE,3,14957,UNFURNISHED,True,SWIMMING_POOL,26.7
TP03332,T03332,Delhi,VILLA,2,94499,UNFURNISHED,True,GYM,14.4
TP03333,T03333,Chennai,HOUSE,2,71576,SEMI_FURNISHED,False,PARKING,19.4
TP03334,T03334,Mumbai,HOUSE,2,45943,SEMI_FURNISHED,False,WIFI,2.7
TP03335,T03335,Chennai,HOUSE,2,19317,UNFURNISHED,False,WIFI,26.8
TP03336,T03336,Chennai,VILLA,1,71386,SEMI_FURNISHED,True,AIR_CONDITIONING,13.3
TP03337,T03337,Bangalore,APARTMENT,1,52250,UNFURNISHED,True,PARKING,11.4
TP03338,T03338,Bangalore,VILLA,2,117844,SEMI_FURNISHED,True,WIFI,18.1
TP03339,T03339,Bangalore,PG,1,97492,SEMI_FURNISHED,False,AIR_CONDITIONING,23.9
TP03340,T03340,Delhi,APARTMENT,1,19856,UNFURNISHED,True,PARKING,14.7
TP03341,T03341,Hyderabad,PG,1,90948,SEMI_FURNISHED,True,SWIMMING_POOL,13.6
TP03342,T03342,Mumbai,APARTMENT,3,90539,SEMI_FURNISHED,False,AIR_CONDITIONING,18.5
TP03343,T03343,Delhi,PG,1,82139,UNFURNISHED,True,CLUBHOUSE,27.6
TP03344,T03344,Chennai,HOUSE,1,45826,UNFURNISHED,False,LIFT,21.3
TP03345,T03345,Kolkata,PG,3,96457,FULLY_FURNISHED,False,SWIMMING_POOL,29.9
TP03346,T03346,Bangalore,HOUSE,2,51353,SEMI_FURNISHED,True,CLUBHOUSE,16.6
TP03347,T03347,Delhi,PG,1,115207,SEMI_FURNISHED,False,WIFI,24.8
TP03348,T03348,Bangalore,HOUSE,1,61863,UNFURNISHED,True,POWER_BACKUP,4.4
TP03349,T03349,Delhi,APARTMENT,1,68577,FULLY_FURNISHED,False,AIR_CONDITIONING,18.9
TP03350,T03350,Delhi,VILLA,2,115091,FULLY_FURNISHED,False,AIR_CONDITIONING,12.1
TP03351,T03351,Bangalore,PG,1,108388,UNFURNISHED,False,WIFI,7.9
TP03352,T03352,Bangalore,PG,2,84876,UNFURNISHED,False,POWER_BACKUP,3.8
TP03353,T03353,Chennai,PG,1,103250,FULLY_FURNISHED,False,WIFI,25.3
TP03354,T03354,Kolkata,PG,2,32992,FULLY_FURNISHED,True,SECURITY,2.9
TP03355,T03355,Mumbai,APARTMENT,1,102300,SEMI_FURNISHED,True,WIFI,5.4
TP03356,T03356,Bangalore,APARTMENT,2,68620,FULLY_FURNISHED,True,WIFI,24.1
TP03357,T03357,Kolkata,VILLA,1,32617,FULLY_FURNISHED,False,LIFT,2.6
TP03358,T03358,Mumbai,HOUSE,2,92413,UNFURNISHED,True,AIR_CONDITIONING,14.6
TP03359,T03359,Chennai,APARTMENT,1,76375,SEMI_FURNISHED,False,SWIMMING_POOL,18.5
TP03360,T03360,Delhi,APARTMENT,1,38084,UNFURNISHED,False,AIR_CONDITIONING,8.7
TP03361,T03361,Mumbai,HOUSE,2,76465,SEMI_FURNISHED,False,LIFT,14.4
TP03362,T03362,Delhi,APARTMENT,1,92542,SEMI_FURNISHED,False,AIR_CONDITIONING,2.8
TP03363,T03363,Delhi,PG,1,116491,UNFURNISHED,False,POWER_BACKUP,10.3
TP03364,T03364,Kolkata,APARTMENT,2,100945,UNFURNISHED,True,SWIMMING_POOL,13.1
TP03365,T03365,Chennai,APARTMENT,3,52275,FULLY_FURNISHED,True,LIFT,17.8
TP03366,T03366,Delhi,APARTMENT,3,33559,UNFURNISHED,False,PARKING,22.4
TP03367,T03367,Chennai,VILLA,2,113095,SEMI_FURNISHED,False,SWIMMING_POOL,13.0
TP03368,T03368,Delhi,HOUSE,2,75802,FULLY_FURNISHED,True,GARDEN,20.3
TP03369,T03369,Delhi,APARTMENT,2,37925,SEMI_FURNISHED,False,SECURITY,21.8
TP03370,T03370,Chennai,PG,1,108565,SEMI_FURNISHED,False,SECURITY,9.7
TP03371,T03371,Kolkata,HOUSE,3,70198,SEMI_FURNISHED,False,GARDEN,28.4
TP03372,T03372,Chennai,APARTMENT,1,31607,SEMI_FURNISHED,True,SECURITY,17.1
TP03373,T03373,Kolkata,PG,1,54602,UNFURNISHED,True,GYM,11.1
TP03374,T03374,Kolkata,APARTMENT,3,59665,UNFURNISHED,False,CLUBHOUSE,19.6
TP03375,T03375,Mumbai,VILLA,1,25672,FULLY_FURNISHED,True,GYM,14.3
TP03376,T03376,Bangalore,VILLA,3,107291,FULLY_FURNISHED,False,AIR_CONDITIONING,10.2
TP03377,T03377,Chennai,APARTMENT,1,109284,UNFURNISHED,True,SWIMMING_POOL,3.9
TP03378,T03378,Kolkata,VILLA,2,55357,FULLY_FURNISHED,True,LIFT,20.5
TP03379,T03379,Delhi,PG,2,26617,UNFURNISHED,False,PARKING,15.1
TP03380,T03380,Chennai,HOUSE,2,61025,FULLY_FURNISHED,True,SECURITY,16.9
TP03381,T03381,Chennai,PG,3,115940,FULLY_FURNISHED,True,GYM,26.3
TP03382,T03382,Kolkata,APARTMENT,1,119156,UNFURNISHED,False,LIFT,5.2
TP03383,T03383,Hyderabad,VILLA,2,104846,FULLY_FURNISHED,True,AIR_CONDITIONING,11.9
TP03384,T03384,Mumbai,APARTMENT,2,15516,FULLY_FURNISHED,False,POWER_BACKUP,3.0
TP03385,T03385,Kolkata,APARTMENT,1,19610,FULLY_FURNISHED,True,LIFT,14.7
TP03386,T03386,Mumbai,VILLA,2,72653,SEMI_FURNISHED,False,SWIMMING_POOL,10.8
TP03387,T03387,Bangalore,HOUSE,2,29400,UNFURNISHED,True,GARDEN,2.3
TP03388,T03388,Hyderabad,APARTMENT,3,67264,FULLY_FURNISHED,False,LIFT,20.7
TP03389,T03389,Mumbai,HOUSE,1,96214,UNFURNISHED,False,SWIMMING_POOL,16.0
TP03390,T03390,Bangalore,APARTMENT,1,48218,UNFURNISHED,False,WIFI,26.7
TP03391,T03391,Mumbai,APARTMENT,3,103073,SEMI_FURNISHED,False,SWIMMING_POOL,13.0
TP03392,T03392,Hyderabad,HOUSE,2,95197,SEMI_FURNISHED,True,GYM,10.3
TP03393,T03393,Hyderabad,VILLA,2,63110,UNFURNISHED,False,LIFT,3.7
TP03394,T03394,Delhi,HOUSE,1,116347,FULLY_FURNISHED,True,AIR_CONDITIONING,26.6
TP03395,T03395,Mumbai,APARTMENT,2,111060,UNFURNISHED,True,GARDEN,23.5
TP03396,T03396,Hyderabad,APARTMENT,1,45254,UNFURNISHED,False,POWER_BACKUP,14.9
TP03397,T03397,Delhi,PG,1,79703,SEMI_FURNISHED,True,AIR_CONDITIONING,8.6
TP03398,T03398,Hyderabad,PG,3,117625,FULLY_FURNISHED,True,GARDEN,12.9
TP03399,T03399,Chennai,VILLA,1,36048,SEMI_FURNISHED,False,GYM,3.9
TP03400,T03400,Chennai,HOUSE,2,35615,FULLY_FURNISHED,False,LIFT,11.5
TP03401,T03401,Bangalore,VILLA,2,28199,UNFURNISHED,True,SWIMMING_POOL,2.1
TP03402,T03402,Hyderabad,APARTMENT,3,118472,UNFURNISHED,False,GARDEN,12.7
TP03403,T03403,Kolkata,PG,3,106347,FULLY_FURNISHED,True,AIR_CONDITIONING,25.9
TP03404,T03404,Hyderabad,APARTMENT,3,50487,UNFURNISHED,True,AIR_CONDITIONING,21.2
TP03405,T03405,Hyderabad,PG,1,88989,FULLY_FURNISHED,False,CLUBHOUSE,23.1
TP03406,T03406,Delhi,APARTMENT,3,61514,UNFURNISHED,False,LIFT,2.2
TP03407,T03407,Kolkata,VILLA,2,40473,UNFURNISHED,True,LIFT,26.7
TP03408,T03408,Kolkata,HOUSE,1,28806,SEMI_FURNISHED,True,AIR_CONDITIONING,22.0
TP03409,T03409,Chennai,HOUSE,3,103771,SEMI_FURNISHED,False,CLUBHOUSE,10.9
TP03410,T03410,Kolkata,VILLA,3,58251,UNFURNISHED,True,POWER_BACKUP,28.0
TP03411,T03411,Bangalore,PG,1,89261,FULLY_FURNISHED,True,WIFI,29.4
TP03412,T03412,Kolkata,PG,2,118421,UNFURNISHED,True,GARDEN,9.1
TP03413,T03413,Hyderabad,VILLA,1,79616,FULLY_FURNISHED,False,WIFI,4.5
TP03414,T03414,Kolkata,PG,2,65181,FULLY_FURNISHED,False,GARDEN,25.1
TP03415,T03415,Kolkata,APARTMENT,2,64580,UNFURNISHED,False,GARDEN,8.6
TP03416,T03416,Delhi,HOUSE,1,14121,UNFURNISHED,True,POWER_BACKUP,6.2
TP03417,T03417,Mumbai,HOUSE,1,30088,UNFURNISHED,True,POWER_BACKUP,28.4
TP03418,T03418,Delhi,VILLA,3,62457,UNFURNISHED,False,POWER_BACKUP,16.2
TP03419,T03419,Bangalore,HOUSE,2,27512,SEMI_FURNISHED,False,SWIMMING_POOL,23.0
TP03420,T03420,Delhi,PG,3,117300,SEMI_FURNISHED,False,SECURITY,18.8
TP03421,T03421,Hyderabad,PG,1,20473,UNFURNISHED,False,AIR_CONDITIONING,19.1
TP03422,T03422,Mumbai,APARTMENT,1,61386,SEMI_FURNISHED,True,LIFT,21.2
TP03423,T03423,Hyderabad,VILLA,1,16939,SEMI_FURNISHED,True,LIFT,8.8
