property_id,source_record_id,data_source,property_name,property_type,area_locality,city,area_type,size_sqft,bedrooms_bhk,bathrooms,floor,total_floors,furnishing_status,tenant_preferred,point_of_contact,monthly_rent,parking_available,property_age_years,posted_on,rent_per_sqft,estimated_annual_rent,property_age_bucket,amenity_parking,amenity_lift,amenity_gym,amenity_security,amenity_power_backup,amenity_air_conditioning,amenity_wifi,amenity_garden,amenity_count,property_type_data_source,parking_data_source,property_age_data_source
P06065,S03666,synthetic_augmentation,Property_06065,HOUSE,Old Mahabalipuram Road,Chennai,Super Area,1905,2,2,12,19,Semi-Furnished,Bachelors/Family,Contact Owner,21200,True,26,2022-06-05,11.13,254400,21+,False,True,True,True,True,False,False,False,4,existing,existing,existing
P06066,S04277,synthetic_augmentation,Property_06066,PG,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Carpet Area,664,2,2,3,5,Unfurnished,Bachelors/Family,Contact Owner,9700,True,10,2022-07-05,14.61,116400,6-10,False,False,False,True,False,False,True,False,2,existing,existing,existing
P06067,S04402,synthetic_augmentation,Property_06067,HOUSE,Toli Chowki,Hyderabad,Super Area,993,2,2,1,3,Semi-Furnished,Bachelors/Family,Contact Owner,9900,False,3,2022-07-06,9.97,118800,0-5,False,True,True,True,False,False,False,True,4,existing,existing,existing
P06068,S02569,synthetic_augmentation,Property_06068,VILLA,"Rajpur Khurd Extension, Rajpur",Delhi,Carpet Area,871,2,2,2,4,Unfurnished,Bachelors/Family,Contact Agent,14900,True,13,2022-06-18,17.11,178800,11-20,False,False,True,False,False,False,False,True,2,existing,existing,existing
P06069,S01013,synthetic_augmentation,Property_06069,HOUSE,"Dreams Complex, Bhandup West",Mumbai,Carpet Area,466,1,2,8,20,Unfurnished,Bachelors/Family,Contact Agent,25500,True,6,2022-06-12,54.72,306000,6-10,False,True,True,True,True,True,False,False,5,existing,existing,existing
P06070,S02051,synthetic_augmentation,Property_06070,APARTMENT,Nagarbhavi,Bangalore,Super Area,664,2,1,0,1,Furnished,Bachelors,Contact Owner,12200,True,11,2022-05-19,18.37,146400,11-20,False,False,False,True,False,True,False,False,2,existing,existing,existing
P06071,S03985,synthetic_augmentation,Property_06071,HOUSE,Kattedan Rd,Hyderabad,Super Area,1459,2,2,1,6,Furnished,Bachelors/Family,Contact Owner,41000,True,6,2022-07-08,28.1,492000,6-10,True,False,True,True,True,True,False,False,5,existing,existing,existing
P06072,S04310,synthetic_augmentation,Property_06072,HOUSE,Dammaiguda,Hyderabad,Super Area,1255,2,2,0,1,Unfurnished,Bachelors/Family,Contact Owner,10500,True,3,2022-06-18,8.37,126000,0-5,False,False,False,False,False,False,False,True,1,existing,existing,existing
P06073,S03019,synthetic_augmentation,Property_06073,VILLA,Thirumazhisai,Chennai,Carpet Area,1863,3,6,0,1,Furnished,Bachelors/Family,Contact Owner,21900,False,16,2022-05-15,11.76,262800,11-20,False,False,True,True,False,True,False,True,4,existing,existing,existing
P06074,S03681,synthetic_augmentation,Property_06074,APARTMENT,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Super Area,1185,2,2,1,2,Semi-Furnished,Bachelors/Family,Contact Owner,19400,True,9,2022-06-22,16.37,232800,6-10,False,False,True,True,True,True,True,False,5,existing,existing,existing
P06075,S01443,synthetic_augmentation,Property_06075,VILLA,Mahim West,Mumbai,Carpet Area,423,1,1,5,7,Semi-Furnished,Bachelors,Contact Agent,42300,False,8,2022-07-09,100.0,507600,6-10,False,False,True,False,True,True,False,True,4,existing,existing,existing
P06076,S04196,synthetic_augmentation,Property_06076,PG,Rock Town Colony,Hyderabad,Carpet Area,1255,3,3,2,3,Unfurnished,Bachelors,Contact Owner,13500,False,27,2022-06-10,10.76,162000,21+,False,False,True,False,False,True,True,True,4,existing,existing,existing
P06077,S03010,synthetic_augmentation,Property_06077,PG,"Egmore, PH Road",Chennai,Super Area,635,2,1,1,2,Unfurnished,Family,Contact Owner,21200,False,3,2022-05-12,33.39,254400,0-5,False,False,False,True,False,False,True,False,2,existing,existing,existing
P06078,S00572,synthetic_augmentation,Property_06078,APARTMENT,Chembur,Mumbai,Carpet Area,735,2,2,6,7,Unfurnished,Bachelors/Family,Contact Agent,52400,True,5,2022-06-12,71.29,628800,0-5,True,False,False,True,False,False,True,True,4,existing,existing,existing
P06079,S01332,synthetic_augmentation,Property_06079,PG,Dadar East,Mumbai,Carpet Area,442,1,1,6,12,Semi-Furnished,Bachelors/Family,Contact Agent,53900,True,21,2022-05-13,121.95,646800,21+,False,False,False,True,True,True,False,False,3,existing,existing,existing
P06080,S04002,synthetic_augmentation,Property_06080,APARTMENT,Nanakram Guda,Hyderabad,Super Area,1905,3,3,19,30,Unfurnished,Bachelors,Contact Agent,51800,False,14,2022-06-10,27.19,621600,11-20,False,True,False,False,False,True,False,False,2,existing,existing,existing
P06081,S03134,synthetic_augmentation,Property_06081,HOUSE,"Kapaleeswarar Nagar, Neelankarai, E Coast Road",Chennai,Carpet Area,2545,3,3,2,2,Furnished,Bachelors/Family,Contact Agent,159100,False,5,2022-07-06,62.51,1909200,0-5,False,False,True,True,True,False,True,True,5,existing,existing,existing
P06082,S04086,synthetic_augmentation,Property_06082,PG,Vijay nagar colony m,Hyderabad,Super Area,1106,2,2,1,6,Semi-Furnished,Bachelors/Family,Contact Owner,23100,False,19,2022-05-12,20.89,277200,11-20,True,False,True,True,True,False,True,True,6,existing,existing,existing
P06083,S00225,synthetic_augmentation,Property_06083,HOUSE,"Silpara, Purba Barisha",Kolkata,Carpet Area,762,2,2,0,1,Unfurnished,Bachelors/Family,Contact Owner,9000,True,5,2022-06-17,11.81,108000,0-5,False,True,False,True,False,False,False,False,2,existing,existing,existing
P06084,S04200,synthetic_augmentation,Property_06084,VILLA,Attapur,Hyderabad,Super Area,918,2,2,4,5,Semi-Furnished,Bachelors/Family,Contact Owner,9400,True,21,2022-04-30,10.24,112800,21+,True,False,True,False,False,False,False,False,2,existing,existing,existing
P06085,S01997,synthetic_augmentation,Property_06085,PG,Mylasandra,Bangalore,Super Area,1462,3,3,14,14,Furnished,Bachelors/Family,Contact Owner,32500,False,20,2022-05-05,22.23,390000,11-20,False,True,False,True,True,False,True,True,5,existing,existing,existing
P06086,S00771,synthetic_augmentation,Property_06086,VILLA,Parmanand Wadi,Mumbai,Carpet Area,1254,3,3,17,27,Unfurnished,Bachelors/Family,Contact Agent,109100,True,20,2022-06-28,87.0,1309200,11-20,False,True,True,False,True,True,False,True,5,existing,existing,existing
P06087,S04524,synthetic_augmentation,Property_06087,VILLA,Aminpur,Hyderabad,Carpet Area,996,2,2,1,2,Unfurnished,Bachelors/Family,Contact Owner,8100,True,2,2022-05-02,8.13,97200,0-5,True,False,False,True,False,False,True,False,3,existing,existing,existing
P06088,S00433,synthetic_augmentation,Property_06088,APARTMENT,Behala,Kolkata,Carpet Area,638,2,1,2,2,Unfurnished,Bachelors/Family,Contact Owner,5400,True,25,2022-06-14,8.46,64800,21+,False,True,False,False,False,False,True,True,3,existing,existing,existing
P06089,S03099,synthetic_augmentation,Property_06089,VILLA,Iyyappanthangal,Chennai,Super Area,1166,3,2,2,3,Semi-Furnished,Bachelors/Family,Contact Owner,14000,True,7,2022-05-12,12.01,168000,6-10,True,True,False,False,True,False,False,False,3,existing,existing,existing
P06090,S02729,synthetic_augmentation,Property_06090,APARTMENT,"Gaurav Apartment, Indraprastha Extension, Patparganj",Delhi,Super Area,1023,2,2,3,3,Semi-Furnished,Bachelors/Family,Contact Owner,20500,True,1,2022-06-07,20.04,246000,0-5,True,True,True,False,False,False,True,False,4,existing,existing,existing
P06091,S03407,synthetic_augmentation,Property_06091,APARTMENT,Choolaimedu,Chennai,Carpet Area,771,2,2,1,2,Unfurnished,Bachelors,Contact Agent,19800,True,21,2022-05-18,25.68,237600,21+,False,True,True,True,False,False,False,False,3,existing,existing,existing
P06092,S03140,synthetic_augmentation,Property_06092,APARTMENT,Ashok Nagar,Chennai,Super Area,789,2,2,4,4,Semi-Furnished,Bachelors/Family,Contact Owner,21700,True,18,2022-06-29,27.5,260400,11-20,False,False,False,False,True,True,False,False,2,existing,existing,existing
P06093,S00865,synthetic_augmentation,Property_06093,APARTMENT,"spring grove uno, Lokhandwala Twp",Mumbai,Carpet Area,347,1,1,5,7,Furnished,Bachelors/Family,Contact Agent,19500,True,10,2022-06-16,56.2,234000,6-10,False,False,True,True,False,False,True,True,4,existing,existing,existing
P06094,S02793,synthetic_augmentation,Property_06094,APARTMENT,Lajpat Nagar 4,Delhi,Carpet Area,360,1,1,3,4,Furnished,Bachelors/Family,Contact Agent,18000,True,6,2022-05-27,50.0,216000,6-10,False,True,True,True,False,True,False,False,4,existing,existing,existing
P06095,S02911,synthetic_augmentation,Property_06095,HOUSE,Chhattarpur Enclave,Delhi,Carpet Area,1827,4,4,2,4,Semi-Furnished,Bachelors/Family,Contact Agent,28100,True,7,2022-05-18,15.38,337200,6-10,False,False,True,False,True,False,True,False,3,existing,existing,existing
P06096,S02415,synthetic_augmentation,Property_06096,APARTMENT,"Ganesh Nagar, Tilak Nagar",Delhi,Carpet Area,565,2,1,2,3,Furnished,Bachelors/Family,Contact Owner,12200,False,12,2022-06-04,21.59,146400,11-20,False,False,False,True,True,True,False,True,4,existing,existing,existing
P06097,S00250,synthetic_augmentation,Property_06097,PG,Santoshpur,Kolkata,Carpet Area,583,2,1,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,5800,True,18,2022-06-19,9.95,69600,11-20,True,False,False,True,False,False,False,False,2,existing,existing,existing
P06098,S03757,synthetic_augmentation,Property_06098,APARTMENT,"Bharathidasan Colony, KK Nagar",Chennai,Super Area,660,2,1,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,13200,True,11,2022-05-25,20.0,158400,11-20,True,False,False,False,False,False,True,False,2,existing,existing,existing
P06099,S04656,synthetic_augmentation,Property_06099,HOUSE,"Indis VB CITY, Bollaram railway station",Hyderabad,Super Area,921,2,2,4,5,Furnished,Bachelors/Family,Contact Owner,14700,False,22,2022-06-29,15.96,176400,21+,False,False,True,True,False,True,True,True,5,existing,existing,existing
P06100,S00918,synthetic_augmentation,Property_06100,PG,"Ajmera Treon, Bhakti Park",Mumbai,Carpet Area,1027,2,2,2,2,Semi-Furnished,Bachelors/Family,Contact Agent,93000,False,29,2022-06-30,90.56,1116000,21+,True,True,False,False,True,False,True,True,5,existing,existing,existing
P06101,S01173,synthetic_augmentation,Property_06101,PG,"Sufalam CHS, Chembur East",Mumbai,Carpet Area,769,2,2,4,14,Unfurnished,Bachelors/Family,Contact Agent,50000,True,19,2022-05-31,65.02,600000,11-20,False,True,False,False,False,True,True,False,3,existing,existing,existing
P06102,S03203,synthetic_augmentation,Property_06102,HOUSE,Pallikaranai,Chennai,Super Area,1881,2,2,1,2,Unfurnished,Bachelors/Family,Contact Owner,17700,True,25,2022-06-29,9.41,212400,21+,True,True,True,False,True,True,False,False,5,existing,existing,existing
P06103,S00432,synthetic_augmentation,Property_06103,PG,Salt Lake City Sector 2,Kolkata,Carpet Area,1020,2,2,0,1,Unfurnished,Bachelors,Contact Owner,21300,True,4,2022-07-04,20.88,255600,0-5,False,False,False,True,True,False,False,True,3,existing,existing,existing
P06104,S00835,synthetic_augmentation,Property_06104,HOUSE,"Hiranandani Gardens Torino, Hiranandani Gardens",Mumbai,Carpet Area,1467,3,3,30,37,Furnished,Bachelors/Family,Contact Agent,208300,True,19,2022-07-06,141.99,2499600,11-20,False,False,False,True,True,True,True,True,5,existing,existing,existing
P06105,S02246,synthetic_augmentation,Property_06105,VILLA,Srinivaspura,Bangalore,Carpet Area,1088,2,2,2,3,Semi-Furnished,Family,Contact Owner,12700,False,13,2022-07-07,11.67,152400,11-20,True,False,True,False,True,False,False,False,3,existing,existing,existing
P06106,S02262,synthetic_augmentation,Property_06106,VILLA,Byrathi,Bangalore,Super Area,747,2,1,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,14900,False,27,2022-05-05,19.95,178800,21+,False,False,False,False,False,False,True,False,1,existing,existing,existing
P06107,S00897,synthetic_augmentation,Property_06107,APARTMENT,Mahim,Mumbai,Carpet Area,481,1,2,9,16,Unfurnished,Bachelors,Contact Agent,43300,False,19,2022-07-06,90.02,519600,11-20,True,False,True,True,True,False,True,True,6,existing,existing,existing
P06108,S03632,synthetic_augmentation,Property_06108,APARTMENT,Mambalam West,Chennai,Carpet Area,644,2,2,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,18600,True,2,2022-07-06,28.88,223200,0-5,True,False,True,False,True,True,True,False,5,existing,existing,existing
P06109,S04567,synthetic_augmentation,Property_06109,APARTMENT,Nagole,Hyderabad,Super Area,981,2,2,2,4,Unfurnished,Bachelors/Family,Contact Owner,11400,True,28,2022-04-30,11.62,136800,21+,True,False,True,True,True,True,False,False,5,existing,existing,existing
P06110,S03815,synthetic_augmentation,Property_06110,APARTMENT,Housing Board,Chennai,Carpet Area,466,1,1,2,2,Unfurnished,Bachelors/Family,Contact Owner,5200,False,9,2022-05-30,11.16,62400,6-10,True,False,False,False,False,False,False,True,2,existing,existing,existing
P06111,S00246,synthetic_augmentation,Property_06111,HOUSE,"Park Circus, Ballygunge",Kolkata,Super Area,610,2,2,2,2,Semi-Furnished,Bachelors/Family,Contact Owner,7100,True,8,2022-05-06,11.64,85200,6-10,False,True,False,True,False,False,False,True,3,existing,existing,existing
P06112,S02429,synthetic_augmentation,Property_06112,VILLA,"Kohinoor Apartment, Kalkaji Extention",Delhi,Carpet Area,1840,3,2,1,3,Semi-Furnished,Bachelors/Family,Contact Owner,24800,True,21,2022-05-23,13.48,297600,21+,True,False,True,True,False,True,False,False,4,existing,existing,existing
P06113,S00990,synthetic_augmentation,Property_06113,HOUSE,"Nirmal Lifestyle, LBS Marg",Mumbai,Carpet Area,778,2,2,14,18,Unfurnished,Bachelors/Family,Contact Agent,40900,False,14,2022-05-22,52.57,490800,11-20,False,False,False,True,True,False,False,False,2,existing,existing,existing
P06114,S03310,synthetic_augmentation,Property_06114,PG,Royapettah,Chennai,Super Area,560,1,1,1,2,Semi-Furnished,Family,Contact Owner,16800,True,30,2022-05-18,30.0,201600,21+,False,False,True,True,True,False,False,False,3,existing,existing,existing
P06115,S00926,synthetic_augmentation,Property_06115,PG,"Cosmopolis Tower, Andheri West",Mumbai,Carpet Area,813,2,2,12,16,Unfurnished,Bachelors/Family,Contact Agent,67200,True,29,2022-05-27,82.66,806400,21+,False,True,False,True,False,True,False,False,3,existing,existing,existing
P06116,S03438,synthetic_augmentation,Property_06116,PG,Old Mahabalipuram Road,Chennai,Carpet Area,1590,3,3,8,10,Furnished,Bachelors/Family,Contact Owner,24100,False,9,2022-06-21,15.16,289200,6-10,True,True,False,True,False,False,True,False,4,existing,existing,existing
P06117,S02607,synthetic_augmentation,Property_06117,PG,"Karkardooma, Anand Vihar",Delhi,Super Area,1946,2,2,0,1,Semi-Furnished,Bachelors,Contact Agent,32400,True,13,2022-06-18,16.65,388800,11-20,False,True,False,False,True,True,False,True,4,existing,existing,existing
P06118,S01074,synthetic_augmentation,Property_06118,PG,Malad East,Mumbai,Super Area,600,1,1,3,4,Semi-Furnished,Bachelors/Family,Contact Owner,22100,True,18,2022-05-27,36.83,265200,11-20,False,False,True,False,True,False,False,True,3,existing,existing,existing
P06119,S04022,synthetic_augmentation,Property_06119,VILLA,"Red Hills, Lakdikapul, NH 7",Hyderabad,Super Area,1758,3,3,5,6,Semi-Furnished,Bachelors/Family,Contact Owner,25700,True,6,2022-07-08,14.62,308400,6-10,False,True,True,True,True,False,True,True,6,existing,existing,existing
P06120,S03799,synthetic_augmentation,Property_06120,HOUSE,Madipakkam,Chennai,Super Area,1306,3,2,0,1,Unfurnished,Bachelors/Family,Contact Owner,63000,True,23,2022-05-25,48.24,756000,21+,True,False,False,True,True,True,True,True,6,existing,existing,existing
P06121,S03151,synthetic_augmentation,Property_06121,PG,"Tiruvallur, Kakkalur, Chennai",Chennai,Super Area,967,2,2,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,6300,True,22,2022-07-06,6.51,75600,21+,False,False,False,True,False,True,True,False,3,existing,existing,existing
P06122,S03438,synthetic_augmentation,Property_06122,APARTMENT,Old Mahabalipuram Road,Chennai,Carpet Area,1340,3,3,8,10,Furnished,Bachelors/Family,Contact Owner,20300,True,3,2022-06-21,15.15,243600,0-5,True,True,False,False,False,True,True,True,5,existing,existing,existing
P06123,S04573,synthetic_augmentation,Property_06123,VILLA,Jeedimetla,Hyderabad,Super Area,1506,2,2,1,2,Semi-Furnished,Bachelors/Family,Contact Owner,20100,True,10,2022-06-18,13.35,241200,6-10,True,False,False,False,True,False,False,False,2,existing,existing,existing
P06124,S03491,synthetic_augmentation,Property_06124,APARTMENT,Irumbuliyur,Chennai,Carpet Area,1154,2,2,2,4,Unfurnished,Family,Contact Owner,13600,False,30,2022-05-25,11.79,163200,21+,False,False,False,True,False,False,True,False,2,existing,existing,existing
P06125,S00706,synthetic_augmentation,Property_06125,VILLA,"Ashok tower, Parel",Mumbai,Super Area,2092,3,3,3,18,Semi-Furnished,Bachelors/Family,Contact Agent,251200,True,10,2022-07-09,120.08,3014400,6-10,True,False,False,False,True,True,False,False,3,existing,existing,existing
P06126,S03064,synthetic_augmentation,Property_06126,VILLA,Pachaiyamman Nagar,Chennai,Super Area,745,1,1,1,2,Semi-Furnished,Bachelors/Family,Contact Owner,6400,False,10,2022-07-05,8.59,76800,6-10,False,True,True,True,False,False,False,False,3,existing,existing,existing
P06127,S00753,synthetic_augmentation,Property_06127,APARTMENT,"Ajmera Bhakti Park, Bhakti Park",Mumbai,Carpet Area,786,2,2,15,18,Semi-Furnished,Bachelors/Family,Contact Agent,63100,True,9,2022-07-07,80.28,757200,6-10,False,False,True,True,False,True,True,True,5,existing,existing,existing
P06128,S00587,synthetic_augmentation,Property_06128,APARTMENT,Andheri East,Mumbai,Carpet Area,511,2,2,0,1,Furnished,Bachelors,Contact Owner,34700,False,30,2022-07-06,67.91,416400,21+,False,False,False,True,False,False,False,False,1,existing,existing,existing
P06129,S01334,synthetic_augmentation,Property_06129,PG,Chandivali,Mumbai,Carpet Area,677,2,2,10,14,Unfurnished,Bachelors/Family,Contact Agent,49600,True,12,2022-05-14,73.26,595200,11-20,False,False,True,True,False,False,False,False,2,existing,existing,existing
P06130,S01847,synthetic_augmentation,Property_06130,APARTMENT,"Hmt Layout Block 4, Vidyaranyapura",Bangalore,Super Area,784,3,2,1,2,Semi-Furnished,Bachelors/Family,Contact Owner,15700,True,24,2022-05-19,20.03,188400,21+,False,False,False,True,True,False,False,False,2,existing,existing,existing
P06131,S03934,synthetic_augmentation,Property_06131,HOUSE,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,Super Area,1156,2,2,2,3,Unfurnished,Bachelors,Contact Owner,14500,False,8,2022-05-06,12.54,174000,6-10,False,False,True,True,False,False,False,False,2,existing,existing,existing
P06132,S03926,synthetic_augmentation,Property_06132,VILLA,"Narsingi, Outer Ring Road",Hyderabad,Super Area,956,4,3,15,20,Semi-Furnished,Bachelors/Family,Contact Owner,23900,True,24,2022-04-30,25.0,286800,21+,False,False,True,False,False,False,True,True,3,existing,existing,existing
P06133,S03317,synthetic_augmentation,Property_06133,VILLA,Old Mahabalipuram Road,Chennai,Carpet Area,1524,3,3,3,4,Furnished,Bachelors/Family,Contact Owner,25300,True,9,2022-06-22,16.6,303600,6-10,False,False,False,False,False,False,True,False,1,existing,existing,existing
P06134,S04020,synthetic_augmentation,Property_06134,PG,Old Bowenpally,Hyderabad,Carpet Area,1535,3,3,2,4,Semi-Furnished,Bachelors/Family,Contact Owner,14400,True,17,2022-06-14,9.38,172800,11-20,True,False,False,False,False,True,False,False,2,existing,existing,existing
P06135,S03155,synthetic_augmentation,Property_06135,VILLA,Old Mahabalipuram Road,Chennai,Carpet Area,1924,4,4,5,20,Semi-Furnished,Family,Contact Agent,20300,False,8,2022-07-06,10.55,243600,6-10,False,True,False,False,True,False,False,False,2,existing,existing,existing
P06136,S04302,synthetic_augmentation,Property_06136,APARTMENT,"Financial District, Nanakram Guda",Hyderabad,Carpet Area,3190,3,3,11,15,Semi-Furnished,Family,Contact Agent,69800,True,18,2022-06-14,21.88,837600,11-20,False,False,False,False,False,False,False,True,1,existing,existing,existing
P06137,S02198,synthetic_augmentation,Property_06137,VILLA,Yelahanka,Bangalore,Super Area,1812,3,3,8,13,Semi-Furnished,Family,Contact Agent,32400,True,20,2022-06-27,17.88,388800,11-20,False,False,False,True,True,False,False,False,2,existing,existing,existing
P06138,S00164,synthetic_augmentation,Property_06138,VILLA,Salt Lake City Sector 3,Kolkata,Carpet Area,1279,3,2,2,3,Unfurnished,Bachelors/Family,Contact Owner,41900,True,17,2022-06-07,32.76,502800,11-20,True,True,False,True,True,False,False,True,5,existing,existing,existing
P06139,S01998,synthetic_augmentation,Property_06139,APARTMENT,Rajarajeshwari Nagar,Bangalore,Carpet Area,1478,3,2,2,4,Furnished,Bachelors/Family,Contact Owner,21700,True,28,2022-07-02,14.68,260400,21+,False,True,True,False,True,False,False,False,3,existing,existing,existing
P06140,S03057,synthetic_augmentation,Property_06140,APARTMENT,T.Nagar,Chennai,Super Area,650,2,2,1,1,Unfurnished,Bachelors/Family,Contact Owner,12400,True,6,2022-06-07,19.08,148800,6-10,False,False,True,False,False,True,True,True,4,existing,existing,existing
P06141,S02084,synthetic_augmentation,Property_06141,VILLA,Halasuru,Bangalore,Carpet Area,590,2,2,2,5,Semi-Furnished,Bachelors/Family,Contact Agent,22500,True,10,2022-07-09,38.14,270000,6-10,False,False,False,False,True,False,False,False,1,existing,existing,existing
P06142,S04428,synthetic_augmentation,Property_06142,HOUSE,"Lalaguda, Secunderabad",Hyderabad,Super Area,488,1,1,2,2,Unfurnished,Bachelors/Family,Contact Owner,5900,True,1,2022-06-30,12.09,70800,0-5,False,False,True,False,False,False,True,False,2,existing,existing,existing
P06143,S00402,synthetic_augmentation,Property_06143,APARTMENT,Lake Town,Kolkata,Carpet Area,1276,3,2,1,3,Unfurnished,Family,Contact Owner,15900,True,28,2022-06-10,12.46,190800,21+,False,False,False,True,False,False,False,True,2,existing,existing,existing
P06144,S00413,synthetic_augmentation,Property_06144,HOUSE,Salt Lake City,Kolkata,Super Area,1813,3,2,0,1,Unfurnished,Bachelors/Family,Contact Owner,38500,False,21,2022-04-23,21.24,462000,21+,False,False,False,True,False,False,True,False,2,existing,existing,existing
P06145,S00044,synthetic_augmentation,Property_06145,HOUSE,Ballygunge,Kolkata,Super Area,314,1,1,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,6300,False,25,2022-05-27,20.06,75600,21+,False,False,False,False,False,True,False,False,1,existing,existing,existing
P06146,S04157,synthetic_augmentation,Property_06146,PG,Kondapur,Hyderabad,Carpet Area,1142,2,2,2,5,Semi-Furnished,Bachelors,Contact Agent,19000,False,1,2022-07-06,16.64,228000,0-5,False,True,True,False,False,True,False,False,3,existing,existing,existing
P06147,S02467,synthetic_augmentation,Property_06147,HOUSE,Dakshini Pitampura,Delhi,Carpet Area,1698,3,2,1,3,Semi-Furnished,Bachelors/Family,Contact Owner,41200,True,9,2022-05-06,24.26,494400,6-10,True,False,False,True,False,True,False,True,4,existing,existing,existing
P06148,S00867,synthetic_augmentation,Property_06148,PG,"Insignia, Bandra East",Mumbai,Carpet Area,1497,4,4,11,13,Semi-Furnished,Bachelors/Family,Contact Agent,153800,False,20,2022-05-14,102.74,1845600,11-20,True,True,False,False,True,False,False,False,3,existing,existing,existing
P06149,S00018,synthetic_augmentation,Property_06149,HOUSE,Behala Chowrasta,Kolkata,Carpet Area,2013,2,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,11100,True,3,2022-06-09,5.51,133200,0-5,False,True,False,False,False,False,True,False,2,existing,existing,existing
P06150,S00364,synthetic_augmentation,Property_06150,PG,Em Bypass South East,Kolkata,Super Area,429,1,1,3,3,Unfurnished,Bachelors,Contact Owner,5100,False,24,2022-06-17,11.89,61200,21+,True,False,False,False,True,False,False,False,2,existing,existing,existing
P06151,S03832,synthetic_augmentation,Property_06151,APARTMENT,Jawahar Nagar,Chennai,Super Area,1311,3,3,1,3,Semi-Furnished,Family,Contact Owner,22200,True,6,2022-07-06,16.93,266400,6-10,False,True,False,False,False,False,True,False,2,existing,existing,existing
P06152,S00579,synthetic_augmentation,Property_06152,VILLA,"Trump Tower, Worli",Mumbai,Carpet Area,1639,4,4,53,78,Semi-Furnished,Bachelors/Family,Contact Agent,307300,True,7,2022-06-25,187.49,3687600,6-10,False,True,False,False,True,False,False,False,2,existing,existing,existing
P06153,S00545,synthetic_augmentation,Property_06153,VILLA,Cuffe Parade,Mumbai,Carpet Area,941,2,2,7,19,Unfurnished,Bachelors,Contact Owner,158600,True,9,2022-05-25,168.54,1903200,6-10,True,False,True,False,False,False,False,False,2,existing,existing,existing
P06154,S04150,synthetic_augmentation,Property_06154,PG,Kondapur,Hyderabad,Carpet Area,554,1,1,5,5,Semi-Furnished,Bachelors,Contact Agent,14300,True,5,2022-07-10,25.81,171600,0-5,True,True,False,False,False,False,False,False,2,existing,existing,existing
P06155,S03039,synthetic_augmentation,Property_06155,APARTMENT,Nandambakkam,Chennai,Carpet Area,1557,3,3,3,4,Semi-Furnished,Family,Contact Agent,37300,False,29,2022-07-10,23.96,447600,21+,False,False,True,False,False,False,False,False,1,existing,existing,existing
P06156,S04137,synthetic_augmentation,Property_06156,PG,"Rajendra Nagar, Outer Ring Road",Hyderabad,Super Area,1395,3,3,4,5,Unfurnished,Bachelors/Family,Contact Owner,20500,False,16,2022-06-25,14.7,246000,11-20,True,False,False,False,False,True,False,False,2,existing,existing,existing
P06157,S04044,synthetic_augmentation,Property_06157,PG,Kapra,Hyderabad,Super Area,549,2,2,3,4,Unfurnished,Bachelors/Family,Contact Owner,8200,False,2,2022-06-10,14.94,98400,0-5,False,True,False,False,True,False,False,True,3,existing,existing,existing
P06158,S04326,synthetic_augmentation,Property_06158,APARTMENT,"Kukatpally, NH 9",Hyderabad,Super Area,1505,2,2,3,5,Semi-Furnished,Bachelors/Family,Contact Owner,17800,True,3,2022-07-06,11.83,213600,0-5,False,False,True,False,False,True,True,True,4,existing,existing,existing
P06159,S00452,synthetic_augmentation,Property_06159,HOUSE,Sodepur,Kolkata,Super Area,888,2,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,5700,True,3,2022-05-17,6.42,68400,0-5,False,False,False,True,False,True,True,False,3,existing,existing,existing
P06160,S03961,synthetic_augmentation,Property_06160,HOUSE,ECIL,Hyderabad,Carpet Area,922,2,2,5,5,Unfurnished,Bachelors,Contact Owner,11400,True,20,2022-07-08,12.36,136800,11-20,False,True,True,True,False,True,False,False,4,existing,existing,existing
P06161,S01381,synthetic_augmentation,Property_06161,APARTMENT,"Galassia, Kandarpada",Mumbai,Carpet Area,678,2,2,5,20,Unfurnished,Family,Contact Agent,31900,False,26,2022-06-17,47.05,382800,21+,False,False,False,True,False,False,False,False,1,existing,existing,existing
P06162,S01467,synthetic_augmentation,Property_06162,PG,"Kabra Metro One, Seven Bungalows",Mumbai,Carpet Area,1084,3,2,12,21,Furnished,Bachelors/Family,Contact Agent,84700,True,23,2022-06-25,78.14,1016400,21+,False,True,False,False,False,True,False,False,2,existing,existing,existing
P06163,S02738,synthetic_augmentation,Property_06163,VILLA,Subhash Nagar,Delhi,Super Area,906,4,2,3,5,Unfurnished,Bachelors/Family,Contact Owner,18100,False,28,2022-04-29,19.98,217200,21+,True,True,True,False,False,False,False,True,4,existing,existing,existing
